state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
Rajasthan,Sikar,Sri Madhopur,Barley (Jau),Other,15/09/2018,1450,1450,1450
Rajasthan,Sikar,Sri Madhopur,Bengal Gram(Gram)(Whole),Other,15/09/2018,3750,3850,3800
Rajasthan,Sikar,Sri Madhopur,Guar Seed(Cluster Beans Seed),Other,15/09/2018,3900,4061,3980
Rajasthan,Sikar,Sri Madhopur,Mustard,Other,15/09/2018,3700,3801,3750
Rajasthan,Sikar,Sri Madhopur,Taramira,Other,15/09/2018,4325,4411,4368
Rajasthan,Sikar,Surajgarh,Guar,Other,15/09/2018,4000,4000,4000
Rajasthan,Tonk,Deoli,Barley (Jau),Other,15/09/2018,1500,1510,1505
Rajasthan,Tonk,Deoli,Bengal Gram(Gram)(Whole),Other,15/09/2018,3395,3726,3561
Rajasthan,Tonk,Deoli,Black Gram (Urd Beans)(Whole),Other,15/09/2018,3300,3550,3425
Rajasthan,Tonk,Deoli,Mustard,Other,15/09/2018,3640,4015,3828
Rajasthan,Tonk,Deoli,Wheat,Other,15/09/2018,1880,1900,1890
Rajasthan,Tonk,Malpura,Bajra(Pearl Millet/Cumbu),Other,15/09/2018,1280,1320,1300
Rajasthan,Tonk,Malpura,Barley (Jau),Other,15/09/2018,1500,1530,1515
Rajasthan,Tonk,Malpura,Bengal Gram(Gram)(Whole),999,15/09/2018,3650,3881,3800
Rajasthan,Tonk,Malpura,Black Gram (Urd Beans)(Whole),Other,15/09/2018,3400,3575,3500
Rajasthan,Tonk,Malpura,Green Gram (Moong)(Whole),Other,15/09/2018,2900,4700,4000
Rajasthan,Tonk,Malpura,Jowar(Sorghum),Other,15/09/2018,2900,3135,3025
Rajasthan,Tonk,Malpura,Maize,Other,15/09/2018,1776,1800,1785
Rajasthan,Tonk,Malpura,Mustard,Other,15/09/2018,3550,4146,3850
Rajasthan,Tonk,Malpura,Taramira,Other,15/09/2018,4300,4375,4360
Rajasthan,Tonk,Malpura,Wheat,Other,15/09/2018,1865,2000,1940
Tamil Nadu,Ariyalur,Ariyalur Market,Groundnut,Other,15/09/2018,4320,4642,4542
Tamil Nadu,Ariyalur,Ariyalur Market,Maize,Other,15/09/2018,1319,1469,1398
Tamil Nadu,Coimbatore,Coimbatore,Turmeric,Bulb,15/09/2018,5809,7340,7000
Tamil Nadu,Coimbatore,Coimbatore,Turmeric,Finger,15/09/2018,6009,7880,7350
Tamil Nadu,Coimbatore,Pongalur,Maize,Yellow,15/09/2018,1450,1580,1500
Tamil Nadu,Coimbatore,Senjeri,Copra,other,15/09/2018,9800,10000,9900
Tamil Nadu,Dharmapuri,Kambainallur,Coconut Seed,Other,15/09/2018,1800,2400,2100
Tamil Nadu,Erode,Avalpoonthurai,Coconut,Coconut,15/09/2018,2610,3010,2705
Tamil Nadu,Erode,Elumathur,Coconut,Other,15/09/2018,2510,3029,2925
Tamil Nadu,Erode,Kavunthapadi,Gur(Jaggery),NO 2,15/09/2018,3411,3416,3416
Tamil Nadu,Erode,Thalavadi,Coconut,Other,15/09/2018,1840,3420,2610
Tamil Nadu,Erode,Vellakkoil,Copra,Copra,15/09/2018,5265,10105,9865
Tamil Nadu,Kancheepuram,Chengalpattu,Paddy(Dhan),ADT 37,15/09/2018,1106,1220,1140
Tamil Nadu,Kancheepuram,Pallipattu,Paddy(Dhan),ADT 37,15/09/2018,1106,1220,1140
Tamil Nadu,Namakkal,Namagiripettai,Turmeric,Bulb,15/09/2018,5500,6890,6190
Tamil Nadu,Namakkal,Namagiripettai,Turmeric,Finger,15/09/2018,6680,8500,7590
Tamil Nadu,Namakkal,Namakkal,Copra,Ball,15/09/2018,9000,9500,9300
Tamil Nadu,Namakkal,Rasipuram,Copra,other,15/09/2018,9300,10400,9850
Tamil Nadu,Namakkal,Tiruchengode,Turmeric,Bulb,15/09/2018,6088,6989,6500
Tamil Nadu,Namakkal,Tiruchengode,Turmeric,Finger,15/09/2018,6679,8619,8100
Tamil Nadu,Namakkal,Velur,Coconut,Other,15/09/2018,2100,2450,2275
Tamil Nadu,Salem,Attur,Copra,Ball,15/09/2018,9000,9600,9300
Tamil Nadu,Salem,Attur,Tapioca,Other,15/09/2018,250,300,290
Tamil Nadu,Salem,Gangavalli,Cotton,Other,15/09/2018,5300,5500,5400
Tamil Nadu,Salem,Karumanturai,Coconut,Other,15/09/2018,1970,2340,2050
Tamil Nadu,Salem,Kolathur,Cotton,Other,15/09/2018,4800,5800,5300
Tamil Nadu,Salem,Konganapuram,Cotton,Other,15/09/2018,4800,5800,5300
Tamil Nadu,Salem,Omalur,Coconut,Other,15/09/2018,1400,1600,1500
Tamil Nadu,Salem,Salem,Turmeric,Bulb,15/09/2018,6865,7915,7344
Tamil Nadu,Salem,Salem,Turmeric,Finger,15/09/2018,7835,8947,8470
Tamil Nadu,Salem,Thalaivasal,Maize,Other,15/09/2018,1270,1520,1425
Tamil Nadu,Salem,Thammampati,Coconut,Other,15/09/2018,2200,2400,2300
Tamil Nadu,Salem,Vazhapadi,Coconut,Other,15/09/2018,2050,2460,2225
Tamil Nadu,Sivaganga,Devakottai,Paddy(Dhan),A. Ponni,15/09/2018,1700,1900,1800
Tamil Nadu,Sivaganga,Devakottai,Paddy(Dhan),ADT 36,15/09/2018,1500,1600,1550
Tamil Nadu,Thanjavur,Thanjavur,Paddy(Dhan),B P T,15/09/2018,2300,2500,2450
Tamil Nadu,Thirunelveli,Tirunelvali,Cotton,MCU,15/09/2018,4000,4500,4300
Tamil Nadu,Thirunelveli,Tirunelvali,Paddy(Dhan),ADT 36,15/09/2018,1500,1700,1600
Tamil Nadu,Thirunelveli,Tirunelvali,Paddy(Dhan),AST 16,15/09/2018,1500,1700,1600
Tamil Nadu,Tuticorin,Kovilpatti,Black Gram (Urd Beans)(Whole),Hybrid,15/09/2018,4850,5600,5400
Tamil Nadu,Tuticorin,Kovilpatti,Cotton,Narma BT Cotton,15/09/2018,4500,5500,5000
Tamil Nadu,Tuticorin,Kovilpatti,Green Gram (Moong)(Whole),Hybrid,15/09/2018,5000,6000,5575
Tamil Nadu,Tuticorin,Kovilpatti,Hybrid Cumbu,Hybrid Cumbu,15/09/2018,1450,1700,1500
Tamil Nadu,Tuticorin,Kovilpatti,Maize,Deshi Red,15/09/2018,1350,1660,1450
Telangana,Adilabad,Adilabad,Cotton,Cotton (Unginned),15/09/2018,5450,5450,5450
Telangana,Adilabad,Asifabad,Cotton,Cotton (Unginned),15/09/2018,4320,4400,4350
Telangana,Adilabad,Bhainsa,Cotton,170-CO2 (Unginned),15/09/2018,4500,4500,4500
Telangana,Adilabad,Chinnoar,Cotton,Cotton (Unginned),15/09/2018,4800,5150,5000
Telangana,Adilabad,Ichoda,Cotton,Cotton (Unginned),15/09/2018,5150,5150,5150
Telangana,Adilabad,Indravelly(Utnoor),Cotton,Cotton (Unginned),15/09/2018,4050,4500,4350
Telangana,Adilabad,Jainath,Cotton,Cotton (Unginned),15/09/2018,3015,4415,3746
Telangana,Adilabad,Jainoor,Cotton,Cotton (Unginned),15/09/2018,4150,4250,4200
Telangana,Adilabad,Khanapur,Maize,Local,15/09/2018,1425,1425,1425
Telangana,Adilabad,Kuber,Cotton,Cotton (Unginned),15/09/2018,3800,4200,4000
Telangana,Adilabad,Mancharial,Paddy(Dhan),1001,15/09/2018,1750,1750,1750
Telangana,Adilabad,Nirmal,Maize,Local,15/09/2018,1700,1700,1700
Telangana,Adilabad,Sarangapur,Maize,Local,15/09/2018,1425,1425,1425
Telangana,Hyderabad,Bowenpally,Beetroot,Beetroot,15/09/2018,500,1500,1200
Telangana,Hyderabad,Bowenpally,Bhindi(Ladies Finger),Bhindi,15/09/2018,1000,2000,1800
Telangana,Hyderabad,Bowenpally,Bitter gourd,Bitter Gourd,15/09/2018,1000,3000,2500
Telangana,Hyderabad,Bowenpally,Bottle gourd,Bottle Gourd,15/09/2018,500,2000,1600
Telangana,Hyderabad,Bowenpally,Brinjal,Brinjal,15/09/2018,800,2600,2000
Telangana,Hyderabad,Bowenpally,Cabbage,Cabbage,15/09/2018,300,700,600
Telangana,Hyderabad,Bowenpally,Capsicum,Capsicum,15/09/2018,1000,2600,2200
Telangana,Hyderabad,Bowenpally,Carrot,Carrot,15/09/2018,500,4000,2800
Telangana,Hyderabad,Bowenpally,Cauliflower,Cauliflower,15/09/2018,400,2000,1600
Telangana,Hyderabad,Bowenpally,Cluster beans,Cluster Beans,15/09/2018,1000,3000,2500
Telangana,Hyderabad,Bowenpally,Cucumbar(Kheera),Cucumbar,15/09/2018,500,1500,1200
Telangana,Hyderabad,Bowenpally,Drumstick,Drumstick,15/09/2018,1000,2500,2000
Telangana,Hyderabad,Bowenpally,Field Pea,Field Pea,15/09/2018,1000,3500,2800
Telangana,Hyderabad,Bowenpally,French Beans (Frasbean),Other,15/09/2018,1000,3500,2500
Telangana,Hyderabad,Bowenpally,Green Chilli,Green Chilly,15/09/2018,1000,2800,2200
Telangana,Hyderabad,Bowenpally,Mango,Other,15/09/2018,1000,3000,2500
Telangana,Hyderabad,Bowenpally,Onion,Onion,15/09/2018,400,1200,1000
Telangana,Hyderabad,Bowenpally,Pointed gourd (Parval),Other,15/09/2018,1500,2800,2400
Telangana,Hyderabad,Bowenpally,Potato,Potato,15/09/2018,800,2100,1800
Telangana,Hyderabad,Bowenpally,Pumpkin,Pumpkin,15/09/2018,1000,2000,1800
Telangana,Hyderabad,Bowenpally,Raddish,Raddish,15/09/2018,300,900,700
Telangana,Hyderabad,Bowenpally,Ridgeguard(Tori),Ridgeguard(Tori),15/09/2018,1500,3500,3000
Telangana,Hyderabad,Bowenpally,Snakeguard,Snakeguard,15/09/2018,500,1500,1200
Telangana,Hyderabad,Bowenpally,Sweet Potato,Sweet Potato,15/09/2018,200,2800,1800
Telangana,Hyderabad,Bowenpally,Tomato,Tomato,15/09/2018,200,1200,1000
Telangana,Hyderabad,Bowenpally,Yam,Yam,15/09/2018,800,1300,1100
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,15/09/2018,1875,12500,4688
Telangana,Hyderabad,Gaddiannaram,Chikoos(Sapota),Sapota,15/09/2018,571,1429,857
Telangana,Hyderabad,Gaddiannaram,Grapes,Black,15/09/2018,2857,7143,3571
Telangana,Hyderabad,Gaddiannaram,Guava,Guava,15/09/2018,800,2000,1200
Telangana,Hyderabad,Gaddiannaram,Karbuja(Musk Melon),Karbhuja,15/09/2018,600,1200,850
Telangana,Hyderabad,Gaddiannaram,Mousambi(Sweet Lime),Mousambi,15/09/2018,300,1450,800
Telangana,Hyderabad,Gaddiannaram,Orange,Orange,15/09/2018,1111,3889,1667
Telangana,Hyderabad,Gaddiannaram,Papaya,Papaya,15/09/2018,500,1500,800
Telangana,Hyderabad,Gaddiannaram,Pineapple,Pine Apple,15/09/2018,400,2240,720
Telangana,Hyderabad,Gaddiannaram,Pomegranate,Pomogranate,15/09/2018,1250,7500,1875
Telangana,Hyderabad,Gaddiannaram,Water Melon,Water Melon,15/09/2018,600,1200,900
Telangana,Hyderabad,Gudimalkapur,Banana - Green,Banana - Green,15/09/2018,1500,2000,1700
Telangana,Hyderabad,Gudimalkapur,Beetroot,Beetroot,15/09/2018,400,600,500
Telangana,Hyderabad,Gudimalkapur,Bhindi(Ladies Finger),Bhindi,15/09/2018,1000,2200,1600
Telangana,Hyderabad,Gudimalkapur,Bitter gourd,Bitter Gourd,15/09/2018,1000,2000,1500
Telangana,Hyderabad,Gudimalkapur,Bottle gourd,Bottle Gourd,15/09/2018,400,800,600
Telangana,Hyderabad,Gudimalkapur,Brinjal,Brinjal,15/09/2018,800,2500,1600
Telangana,Hyderabad,Gudimalkapur,Cabbage,Cabbage,15/09/2018,400,800,600
Telangana,Hyderabad,Gudimalkapur,Capsicum,Capsicum,15/09/2018,800,1800,1300
Telangana,Hyderabad,Gudimalkapur,Carrot,Carrot,15/09/2018,1500,3000,2200
Telangana,Hyderabad,Gudimalkapur,Cauliflower,Cauliflower,15/09/2018,1000,2200,1600
Telangana,Hyderabad,Gudimalkapur,Cluster beans,Cluster Beans,15/09/2018,1000,2500,1700
Telangana,Hyderabad,Gudimalkapur,Cucumbar(Kheera),Cucumbar,15/09/2018,400,1000,700
Telangana,Hyderabad,Gudimalkapur,Drumstick,Drumstick,15/09/2018,1000,1500,1200
Telangana,Hyderabad,Gudimalkapur,Field Pea,Field Pea,15/09/2018,1200,3000,2100
Telangana,Hyderabad,Gudimalkapur,French Beans (Frasbean),Other,15/09/2018,1500,2600,2000
Telangana,Hyderabad,Gudimalkapur,Green Chilli,Green Chilly,15/09/2018,600,2500,1500
Telangana,Hyderabad,Gudimalkapur,Onion,Onion,15/09/2018,400,1400,900
Telangana,Hyderabad,Gudimalkapur,Potato,Potato,15/09/2018,1000,1700,1300
Telangana,Hyderabad,Gudimalkapur,Raddish,Raddish,15/09/2018,200,1000,600
Telangana,Hyderabad,Gudimalkapur,Ridgeguard(Tori),Ridgeguard(Tori),15/09/2018,1000,1800,1400
Telangana,Hyderabad,Gudimalkapur,Snakeguard,Snakeguard,15/09/2018,800,1000,900
Telangana,Hyderabad,Gudimalkapur,Tomato,Tomato,15/09/2018,200,600,400
Telangana,Hyderabad,Gudimalkapur,Yam,Yam,15/09/2018,800,1200,1000
Telangana,Hyderabad,Hyderabad (F&V),Dry Chillies,1st Sort,15/09/2018,7000,9000,8000
Telangana,Hyderabad,Hyderabad (F&V),Dry Chillies,2nd Sort,15/09/2018,4000,6000,5000
Telangana,Hyderabad,Hyderabad (F&V),Onion,1st Sort,15/09/2018,800,1300,1000
Telangana,Hyderabad,Hyderabad (F&V),Onion,2nd Sort,15/09/2018,400,700,600
Telangana,Hyderabad,Hyderabad (F&V),Tamarind Fruit,Tamarind Fruit,15/09/2018,3000,6000,5000
Telangana,Hyderabad,L B Nagar,Bhindi(Ladies Finger),Bhindi,15/09/2018,1200,1400,1300
Telangana,Hyderabad,L B Nagar,Bitter gourd,Bitter Gourd,15/09/2018,1200,1600,1400
Telangana,Hyderabad,L B Nagar,Bottle gourd,Bottle Gourd,15/09/2018,800,800,800
Telangana,Hyderabad,L B Nagar,Brinjal,Brinjal,15/09/2018,1200,1500,1350
Telangana,Hyderabad,L B Nagar,Cabbage,Cabbage,15/09/2018,700,800,750
Telangana,Hyderabad,L B Nagar,Capsicum,Capsicum,15/09/2018,1500,2000,1750
Telangana,Hyderabad,L B Nagar,Carrot,Carrot,15/09/2018,1400,2000,1700
Telangana,Hyderabad,L B Nagar,Cauliflower,Cauliflower,15/09/2018,800,1300,1050
Telangana,Hyderabad,L B Nagar,Cucumbar(Kheera),Cucumbar,15/09/2018,700,800,750
Telangana,Hyderabad,L B Nagar,Field Pea,Field Pea,15/09/2018,1600,1600,1600
Telangana,Hyderabad,L B Nagar,French Beans (Frasbean),Other,15/09/2018,2000,2000,2000
Telangana,Hyderabad,L B Nagar,Green Chilli,Green Chilly,15/09/2018,1500,2000,1750
Telangana,Hyderabad,L B Nagar,Potato,Potato,15/09/2018,1500,1500,1500
Telangana,Hyderabad,L B Nagar,Ridgeguard(Tori),Ridgeguard(Tori),15/09/2018,1300,1500,1400
Telangana,Hyderabad,L B Nagar,Tomato,Tomato,15/09/2018,600,800,700
Telangana,Karimnagar,Choppadandi,Cotton,Cotton (Unginned),15/09/2018,4300,4800,4800
Telangana,Karimnagar,Choppadandi,Maize,Hybrid,15/09/2018,1363,1422,1422
Telangana,Karimnagar,Choppadandi,Paddy(Dhan),B P T,15/09/2018,1421,1651,1651
Telangana,Karimnagar,Choppadandi,Paddy(Dhan),I.R. 64,15/09/2018,1516,1516,1516
Telangana,Karimnagar,Dharmaram,Paddy(Dhan),Paddy,15/09/2018,1590,1590,1590
Telangana,Karimnagar,Gangadhara,Paddy(Dhan),I.R.-64,15/09/2018,1550,1590,1550
Telangana,Karimnagar,Gollapally,Paddy(Dhan),Paddy,15/09/2018,1590,1590,1590
Telangana,Karimnagar,Husnabad,Paddy(Dhan),MTU-1010,15/09/2018,1590,1590,1590
Telangana,Karimnagar,Huzzurabad,Maize,Local,15/09/2018,1425,1425,1425
Telangana,Karimnagar,Huzzurabad,Paddy(Dhan),1001,15/09/2018,1550,1550,1550
Telangana,Karimnagar,Huzzurabad,Paddy(Dhan),MTU-1010,15/09/2018,1590,1590,1590
Telangana,Karimnagar,Karimnagar,Maize,Local,15/09/2018,1323,1323,1323
Telangana,Karimnagar,Kataram,Paddy(Dhan),Paddy,15/09/2018,1590,1590,1590
Telangana,Karimnagar,Kathalapur,Paddy(Dhan),I.R. 64,15/09/2018,1590,1590,1590
Telangana,Karimnagar,Koratla,Paddy(Dhan),MTU-1010,15/09/2018,3300,3399,3399
Telangana,Karimnagar,Manthani,Paddy(Dhan),Paddy,15/09/2018,1590,1590,1590
Telangana,Karimnagar,Metpally,Paddy(Dhan),MTU-1010,15/09/2018,1590,1590,1590
Telangana,Karimnagar,Peddapalli,Cotton,Cotton (Unginned),15/09/2018,5000,5000,5000
Telangana,Karimnagar,Sircilla,Paddy(Dhan),MTU-1010,15/09/2018,1590,1590,1590
Telangana,Karimnagar,Sultanabad,Paddy(Dhan),Paddy,15/09/2018,1590,1590,1590
Telangana,Karimnagar,Vemulawada,Paddy(Dhan),I.R. 64,15/09/2018,1590,1590,1590
Telangana,Khammam,Burgampadu,Wood, Subabul,15/09/2018,375,400,375
Telangana,Khammam,Burgampadu,Wood,Eucalyptus,15/09/2018,400,420,400
Telangana,Khammam,Charla,Wood,Other,15/09/2018,4800,5000,4900
Telangana,Khammam,Enkoor,Cotton,Cotton (Unginned),15/09/2018,4000,4500,4200
Telangana,Khammam,Kallur,Paddy(Dhan),1001,15/09/2018,1500,1500,1500
Telangana,Khammam,Khammam,Arhar (Tur/Red Gram)(Whole),Local,15/09/2018,3400,3550,3475
Telangana,Khammam,Khammam,Cotton,Cotton (Unginned),15/09/2018,5200,6050,5800
Telangana,Khammam,Khammam,Green Gram (Moong)(Whole),Local,15/09/2018,4000,4775,4300
Telangana,Khammam,Kothagudem,Cotton,Cotton (Unginned),15/09/2018,4000,4320,4020
Telangana,Khammam,Sattupalli,Maize,Hybrid,15/09/2018,1450,1450,1450
Telangana,Khammam,Sattupalli,Paddy(Dhan),Samba Masuri,15/09/2018,1550,1570,1550
Telangana,Khammam,Sattupalli,Wood,Eucalyptus,15/09/2018,500,500,500
Telangana,Khammam,Wyra,Cotton,Other,15/09/2018,4200,4320,4300
Telangana,Khammam,Wyra,Paddy(Dhan),Samba Masuri,15/09/2018,1550,1590,1570
Telangana,Khammam,Yellandu,Maize,Local,15/09/2018,1380,1425,1400
Telangana,Mahbubnagar,Alampur,Maize,Local,15/09/2018,1425,1425,1425
Telangana,Mahbubnagar,Atmakur,Groundnut,Local,15/09/2018,2100,2100,2100
Telangana,Mahbubnagar,Badepalli,Maize,Local,15/09/2018,1020,1380,1380
Telangana,Mahbubnagar,Badepalli,Paddy(Dhan),Hansa,15/09/2018,1541,1541,1541
Telangana,Mahbubnagar,Devarakadra,Castor Seed,Caster,15/09/2018,3926,4061,3994
Telangana,Mahbubnagar,Devarakadra,Paddy(Dhan),Hansa,15/09/2018,1379,1609,1494
Telangana,Mahbubnagar,Gadwal,Groundnut,Local,15/09/2018,3369,5401,4701
Telangana,Mahbubnagar,Gadwal(Lezza),Maize,Local,15/09/2018,1425,1425,1425
Telangana,Mahbubnagar,Mahbubnagar,Castor Seed,Caster,15/09/2018,4009,4009,4009
Telangana,Mahbubnagar,Mahbubnagar,Groundnut,Local,15/09/2018,4589,4589,4589
Telangana,Mahbubnagar,Mahbubnagar,Paddy(Dhan),Hansa,15/09/2018,1519,2004,1926
Telangana,Mahbubnagar,Mahbubnagar,Ragi (Finger Millet),Local,15/09/2018,2163,2163,2163
Telangana,Mahbubnagar,Nagarkurnool,Castor Seed,Caster,15/09/2018,3859,3859,3859
Telangana,Mahbubnagar,Narayanpet,Cowpea (Lobia/Karamani),Other,15/09/2018,1581,1609,1595
Telangana,Mahbubnagar,Narayanpet,Green Gram (Moong)(Whole),Local,15/09/2018,3009,5359,4184
Telangana,Mahbubnagar,Narayanpet,Paddy(Dhan),Hansa,15/09/2018,1445,2005,1725
Telangana,Mahbubnagar,Shadnagar,Bhindi(Ladies Finger),Bhindi,15/09/2018,1000,1200,1100
Telangana,Mahbubnagar,Shadnagar,Bitter gourd,Bitter Gourd,15/09/2018,1600,2000,1800
Telangana,Mahbubnagar,Shadnagar,Brinjal,Brinjal,15/09/2018,400,600,500
Telangana,Mahbubnagar,Shadnagar,Capsicum,Capsicum,15/09/2018,1800,2200,2000
Telangana,Mahbubnagar,Shadnagar,Carrot,Carrot,15/09/2018,1600,2000,1800
Telangana,Mahbubnagar,Shadnagar,Ridgeguard(Tori),Ridgeguard(Tori),15/09/2018,1500,1800,1600
Telangana,Mahbubnagar,Shadnagar,Tomato,Tomato,15/09/2018,400,500,400
Telangana,Mahbubnagar,Wanaparthy town,Groundnut,Local,15/09/2018,2676,3676,3476
Telangana,Mahbubnagar,Wanaparthy town,Maize,Local,15/09/2018,1266,1286,1266
Telangana,Medak,Medak,Paddy(Dhan),MTU-1010,15/09/2018,1590,1590,1590
Telangana,Medak,Narsapur,Soyabean,Local,15/09/2018,3000,3650,3545
Telangana,Medak,Sadasivpet(Sangareddy),Bhindi(Ladies Finger),Bhindi,15/09/2018,1600,2000,1800
Telangana,Medak,Sadasivpet(Sangareddy),Brinjal,Brinjal,15/09/2018,1600,2000,1800
Telangana,Medak,Sadasivpet(Sangareddy),Cabbage,Cabbage,15/09/2018,500,700,600
Telangana,Medak,Sadasivpet(Sangareddy),Green Chilli,Green Chilly,15/09/2018,1600,2000,1800
Telangana,Medak,Sadasivpet(Sangareddy),Tomato,Local,15/09/2018,400,600,500
Telangana,Nalgonda,Aler,Paddy(Dhan),I.R. 64,15/09/2018,1590,1590,1590
Telangana,Nalgonda,Bhongir,Paddy(Dhan),I.R. 64,15/09/2018,1590,1590,1590
Telangana,Nalgonda,Chandur,Paddy(Dhan),MTU-1010,15/09/2018,1590,1590,1590
Telangana,Nalgonda,Chandur(Mungodu),Paddy(Dhan),I.R. 64,15/09/2018,1590,1590,1590
Telangana,Nalgonda,Huzurnagar,Paddy(Dhan),B P T,15/09/2018,1770,1770,1770
Telangana,Nalgonda,Kodad,Paddy(Dhan),I.R. 64,15/09/2018,1590,1590,1590
Telangana,Nalgonda,Miryalaguda,Paddy(Dhan),MTU-1010,15/09/2018,1590,1590,1590
Telangana,Nalgonda,Mothkur,Paddy(Dhan),MTU-1010,15/09/2018,1590,1590,1590
Telangana,Nalgonda,Nakrekal,Paddy(Dhan),MTU-1010,15/09/2018,1770,1770,1770
Telangana,Nalgonda,Nalgonda,Mousambi(Sweet Lime),Mousambi,15/09/2018,1210,1500,1350
Telangana,Nalgonda,Nidamanoor,Paddy(Dhan),B P T,15/09/2018,1590,1590,1590
Telangana,Nalgonda,Suryapeta,Arhar (Tur/Red Gram)(Whole),Local,15/09/2018,2601,3606,3389
Telangana,Nalgonda,Suryapeta,Green Gram (Moong)(Whole),Local,15/09/2018,2122,5309,4252
Telangana,Nalgonda,Suryapeta,Groundnut,Local,15/09/2018,2553,3959,3959
Telangana,Nalgonda,Suryapeta,Paddy(Dhan),I.R. 64,15/09/2018,1440,1485,1476
Telangana,Nalgonda,Suryapeta,Paddy(Dhan),Samba Masuri,15/09/2018,1329,2212,2032
Telangana,Nalgonda,Tirumalagiri,Arhar (Tur/Red Gram)(Whole),Local,15/09/2018,3450,3450,3450
Telangana,Nalgonda,Tirumalagiri,Green Gram (Moong)(Whole),Local,15/09/2018,3089,5119,4289
Telangana,Nalgonda,Tirumalagiri,Paddy(Dhan),I.R. 64,15/09/2018,1386,1539,1429
Telangana,Nalgonda,Tirumalagiri,Paddy(Dhan),Samba Masuri,15/09/2018,1257,1915,1765
Telangana,Nalgonda,Voligonda,Paddy(Dhan),MTU-1010,15/09/2018,1590,1590,1590
Telangana,Nalgonda,Voligonda(Ramannapet),Paddy(Dhan),MTU-1010,15/09/2018,1590,1590,1590
Telangana,Nizamabad,Banswada,Paddy(Dhan),MTU-1010,15/09/2018,1550,1590,1590
Telangana,Nizamabad,Bhiknoor,Maize,Hybrid,15/09/2018,1425,1425,1425
Telangana,Nizamabad,Birkur,Paddy(Dhan),MTU-1010,15/09/2018,1590,1590,1590
Telangana,Nizamabad,Bodhan,Paddy(Dhan),MTU-1010,15/09/2018,1590,1590,1590
Telangana,Nizamabad,Gandhari,Cotton,Cotton (Unginned),15/09/2018,4020,4020,4020
Telangana,Nizamabad,Gandhari,Maize,Local,15/09/2018,1425,1425,1425
Telangana,Nizamabad,Gandhari,Paddy(Dhan),MTU-1010,15/09/2018,1590,1590,1590
Telangana,Nizamabad,Gandhari,Soyabean,Yellow,15/09/2018,3050,3050,3050
Telangana,Nizamabad,Kotagiri,Paddy(Dhan),B P T,15/09/2018,1550,1590,1550
Telangana,Nizamabad,Nizamabad,Arhar (Tur/Red Gram)(Whole),Hybrid,15/09/2018,2700,2700,2700
Telangana,Nizamabad,Nizamabad,Maize,Hybrid,15/09/2018,1085,1313,1182
Telangana,Nizamabad,Nizamabad,Soyabean,Soyabeen,15/09/2018,2728,3348,3181
Telangana,Ranga Reddy,Chevella,Tomato,Hybrid,15/09/2018,200,200,200
Telangana,Ranga Reddy,Ibrahimputnam,Bhindi(Ladies Finger),Bhindi,15/09/2018,1500,2000,1800
Telangana,Ranga Reddy,Ibrahimputnam,Brinjal,Brinjal,15/09/2018,2000,2500,2300
Telangana,Ranga Reddy,Ibrahimputnam,Green Chilli,Green Chilly,15/09/2018,1500,2000,1800
Telangana,Ranga Reddy,Ibrahimputnam,Tomato,Local,15/09/2018,500,700,600
Telangana,Ranga Reddy,Medchal,Maize,Hybrid,15/09/2018,1425,1425,1425
Telangana,Ranga Reddy,Medchal,Paddy(Dhan),I.R. 64,15/09/2018,1590,1590,1590
Telangana,Ranga Reddy,Pargi,Green Gram (Moong)(Whole),Local,15/09/2018,4400,4800,4600
Telangana,Ranga Reddy,Sardarnagar,Green Gram (Moong)(Whole),Local,15/09/2018,4000,4000,4000
Telangana,Ranga Reddy,Shankarapally,Cabbage,Cabbage,15/09/2018,70,100,85
Telangana,Ranga Reddy,Shankarapally,Cucumbar(Kheera),Cucumbar,15/09/2018,150,200,175
Telangana,Ranga Reddy,Shankarapally,Green Chilli,Green Chilly,15/09/2018,6,20,13
Telangana,Warangal,Cherial,Cotton,Cotton (Unginned),15/09/2018,4320,4320,4320
Telangana,Warangal,Ghanpur,Cotton,Cotton (Unginned),15/09/2018,4500,4500,4500
Telangana,Warangal,Jangaon,Cotton,Cotton (Unginned),15/09/2018,4320,4320,4320
Telangana,Warangal,Kesamudram,Paddy(Dhan),Samba Masuri,15/09/2018,1650,2160,1870
Telangana,Warangal,Kodakandal,Paddy(Dhan),1001,15/09/2018,1750,1750,1750
Telangana,Warangal,Mulugu,Paddy(Dhan),Paddy,15/09/2018,1590,1590,1590
Telangana,Warangal,Parkal,Cotton,Cotton (Unginned),15/09/2018,4000,5000,4500
Telangana,Warangal,Thorrur,Cotton,Cotton (Unginned),15/09/2018,5450,5450,5450
Telangana,Warangal,Warangal,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),15/09/2018,3375,3410,3388
Telangana,Warangal,Warangal,Cotton,Cotton (Unginned),15/09/2018,5650,6060,5850
Telangana,Warangal,Warangal,Cowpea (Lobia/Karamani),Cowpea (W-S),15/09/2018,3489,3511,3511
Telangana,Warangal,Warangal,Green Gram (Moong)(Whole),Local,15/09/2018,3222,5019,3812
Telangana,Warangal,Warangal,Maize,Local,15/09/2018,1365,1430,1375
