state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
Andhra Pradesh,Chittor,Palamaner,Tomato,Hybrid,15/09/2018,200,800,500
Andhra Pradesh,Chittor,Piler,Tomato,Deshi,15/09/2018,500,600,550
Andhra Pradesh,Chittor,Punganur,Tomato,Hybrid,15/09/2018,733,870,800
Andhra Pradesh,Kurnool,Kurnool,Arhar (Tur/Red Gram)(Whole),Local,15/09/2018,3030,5450,3160
Andhra Pradesh,Kurnool,Kurnool,Bengal Gram(Gram)(Whole),Desi (Whole),15/09/2018,3040,4400,3040
Andhra Pradesh,Kurnool,Kurnool,Castor Seed,Other,15/09/2018,4149,4209,4189
Andhra Pradesh,Kurnool,Kurnool,Groundnut,Local,15/09/2018,2920,5211,4169
Andhra Pradesh,Kurnool,Kurnool,Maize,Local,15/09/2018,1086,1425,1086
Andhra Pradesh,Kurnool,Kurnool,Sunflower,Bold,15/09/2018,3758,4129,3889
Andhra Pradesh,Kurnool,Nandyal,Bengal Gram(Gram)(Whole),Desi (Whole),15/09/2018,4400,4500,4450
Andhra Pradesh,Kurnool,Pattikonda,Onion,Local,15/09/2018,600,1300,800
Assam,Bangaigaon,Bongiagaon,Green Chilli,Green Chilly,15/09/2018,3100,3200,3150
Assam,Bangaigaon,Bongiagaon,Jute,TD-5,15/09/2018,3500,3825,3750
Assam,Bangaigaon,Bongiagaon,Onion,Onion,15/09/2018,1750,1950,1900
Assam,Bangaigaon,Bongiagaon,Paddy(Dhan),Paddy fine,15/09/2018,1500,1530,1510
Assam,Bangaigaon,Bongiagaon,Rice,Fine,15/09/2018,3200,3300,3250
Assam,Barpeta,Howly,Brinjal,Brinjal,15/09/2018,1200,1400,1300
Assam,Barpeta,Howly,Cabbage,Cabbage,15/09/2018,1200,1400,1300
Assam,Barpeta,Howly,Cucumbar(Kheera),Cucumbar,15/09/2018,1300,1500,1400
Assam,Barpeta,Howly,Green Chilli,Green Chilly,15/09/2018,3100,3300,3200
Assam,Barpeta,Howly,Maida Atta,Maida Atta,15/09/2018,2400,2700,2500
Assam,Barpeta,Howly,Onion,Onion,15/09/2018,1900,2100,2000
Assam,Barpeta,Howly,Potato,Local,15/09/2018,1330,1350,1340
Assam,Barpeta,Howly,Pumpkin,Pumpkin,15/09/2018,800,1000,900
Assam,Barpeta,Howly,Rice,Common,15/09/2018,2400,2600,2500
Assam,Barpeta,Howly,Tomato,Tomato,15/09/2018,2000,2200,2100
Assam,Cachar,Cachar,Green Gram (Moong)(Whole),Green Gram Dhall-I,15/09/2018,6500,7000,6800
Assam,Cachar,Cachar,Lentil (Masur)(Whole),Masur Dal,15/09/2018,5200,6800,6600
Assam,Cachar,Cachar,Rice,Common,15/09/2018,2200,2500,2400
Assam,Cachar,Cachar,Rice,Fine,15/09/2018,2500,3000,2800
Assam,Darrang,Kharupetia,Ashgourd,Other,15/09/2018,800,1000,900
Assam,Darrang,Kharupetia,Bhindi(Ladies Finger),Bhindi,15/09/2018,2500,2600,2550
Assam,Darrang,Kharupetia,Bitter gourd,Bitter Gourd,15/09/2018,2000,2200,2100
Assam,Darrang,Kharupetia,Bottle gourd,Bottle Gourd,15/09/2018,1200,1300,1250
Assam,Darrang,Kharupetia,Brinjal,Round,15/09/2018,3000,3200,3100
Assam,Darrang,Kharupetia,Cluster beans,Cluster Beans,15/09/2018,2700,2800,2750
Assam,Darrang,Kharupetia,Cucumbar(Kheera),Cucumbar,15/09/2018,2000,2100,2050
Assam,Darrang,Kharupetia,Green Chilli,Green Chilly,15/09/2018,4500,5500,5000
Assam,Darrang,Kharupetia,Pointed gourd (Parval),Pointed gourd (Parval),15/09/2018,1200,1300,1250
Assam,Darrang,Kharupetia,Pumpkin,Pumpkin,15/09/2018,800,1000,900
Assam,Darrang,Kharupetia,Ridgeguard(Tori),Ridgeguard(Tori),15/09/2018,1700,1800,1750
Assam,Darrang,Kharupetia,Sponge gourd,Sponge gourd,15/09/2018,800,1000,900
Assam,Darrang,Kharupetia,Yam (Ratalu),Yam (Ratalu),15/09/2018,2500,2600,2550
Assam,Dibrugarh,Dibrugarh,Green Gram (Moong)(Whole),Green Gram Dhall-I,15/09/2018,6400,7000,6700
Assam,Dibrugarh,Dibrugarh,Potato,Local,15/09/2018,1700,1800,1750
Assam,Dibrugarh,Dibrugarh,Rice,Common,15/09/2018,2450,3400,2920
Assam,Goalpara,Goalpara,Maida Atta,Maida Atta,15/09/2018,2100,2400,2300
Assam,Goalpara,Goalpara,Mustard Oil,Mustard Oil,15/09/2018,8200,11000,10000
Assam,Goalpara,Goalpara,Rice,Broken Rice,15/09/2018,1700,2000,1850
Assam,Goalpara,Goalpara,Rice,Common,15/09/2018,2100,2500,2300
Assam,Goalpara,Goalpara,Rice,Fine,15/09/2018,3000,4500,4100
Assam,Jorhat,Jorhat,Onion,Onion,15/09/2018,1700,2000,1800
Assam,Jorhat,Jorhat,Rice,Common,15/09/2018,2500,7000,3200
Assam,Kamrup,P.O. Uparhali Guwahati,Maida Atta,Maida Atta,15/09/2018,2360,2400,2380
Assam,Kamrup,P.O. Uparhali Guwahati,Mustard Oil,Mustard Oil,15/09/2018,8944.5,10318,9627.9
Assam,Kamrup,P.O. Uparhali Guwahati,Onion,Onion,15/09/2018,1800,2200,2000
Assam,Kamrup,P.O. Uparhali Guwahati,Rice,Common,15/09/2018,2500,2800,2600
Assam,Kamrup,P.O. Uparhali Guwahati,Rice,Fine,15/09/2018,2600,3500,3050
Assam,Kamrup,Pamohi(Garchuk),Brinjal,Brinjal,15/09/2018,3000,4000,3400
Assam,Kamrup,Pamohi(Garchuk),Cabbage,Cabbage,15/09/2018,1200,1400,1300
Assam,Kamrup,Pamohi(Garchuk),Green Chilli,Green Chilly,15/09/2018,3000,5000,4500
Assam,Kamrup,Pamohi(Garchuk),Onion,Onion,15/09/2018,1600,1800,1700
Assam,Kamrup,Pamohi(Garchuk),Pointed gourd (Parval),Pointed gourd (Parval),15/09/2018,1500,1800,1600
Assam,Kamrup,Pamohi(Garchuk),Pumpkin,Pumpkin,15/09/2018,1000,1200,1100
Assam,Kamrup,Pamohi(Garchuk),Tomato,Tomato,15/09/2018,1400,1600,1500
Assam,Karimganj,Karimganj,Lentil (Masur)(Whole),Masur Dal,15/09/2018,5000,6000,5050
Assam,Karimganj,Karimganj,Rice,Common,15/09/2018,2350,2450,2400
Assam,Karimganj,Karimganj,Rice,Fine,15/09/2018,2700,4200,3500
Assam,Lakhimpur,North Lakhimpur,Lentil (Masur)(Whole),Masur Dal,15/09/2018,6139,6500,6400
Assam,Lakhimpur,North Lakhimpur,Rice,Common,15/09/2018,2450,2800,2600
Assam,Lakhimpur,North Lakhimpur,Rice,Fine,15/09/2018,3000,3800,3570
Assam,Nagaon,Dhing,Green Chilli,Green Chilly,15/09/2018,2200,3200,2500
Assam,Nagaon,Dhing,Green Gram (Moong)(Whole),Green Gram Dhall-I,15/09/2018,6800,7280,7200
Assam,Nagaon,Dhing,Jute,TD-5,15/09/2018,3200,3850,3600
Assam,Nagaon,Dhing,Maida Atta,Maida Atta,15/09/2018,2420,2520,2460
Assam,Nagaon,Dhing,Mustard,Mustard,15/09/2018,3600,4000,3850
Assam,Nagaon,Dhing,Mustard Oil,Mustard Oil,15/09/2018,9600,10300,10200
Assam,Nagaon,Dhing,Paddy(Dhan),Paddy fine,15/09/2018,1500,1720,1650
Assam,Nagaon,Dhing,Rice,Common,15/09/2018,2500,2900,2800
Assam,Nagaon,Dhing,Rice,Fine,15/09/2018,3150,3360,3250
Chattisgarh,Bastar,Gidam,Mahua,Other,15/09/2018,1700,1800,1750
Chattisgarh,Bastar,Gidam,Tamarind Seed,Tamarind Seed,15/09/2018,2200,2500,2250
Chattisgarh,Bastar,Sambalpur,Maize,Hybrid/Local,15/09/2018,1100,1100,1100
Chattisgarh,Bilaspur,Pendraroad,Paddy(Dhan),Paddy Coarse,15/09/2018,1440,1460,1450
Chattisgarh,Bilaspur,Tiphra,Onion,Other,15/09/2018,1200,1400,1300
Chattisgarh,Bilaspur,Tiphra,Potato,Other,15/09/2018,1100,1700,1500
Chattisgarh,Bilaspur,Tiphra,Tomato,Other,15/09/2018,600,800,700
Chattisgarh,Dhamtari,Dhamtari,Paddy(Dhan),1001,15/09/2018,1390,1460,1450
Chattisgarh,Dhamtari,Dhamtari,Paddy(Dhan),B P T,15/09/2018,1790,1835,1810
Chattisgarh,Dhamtari,Dhamtari,Paddy(Dhan),I.R. 64,15/09/2018,1470,1528,1485
Chattisgarh,Dhamtari,Dhamtari,Paddy(Dhan),MTU-1010,15/09/2018,1485,1485,1485
Chattisgarh,Dhamtari,Dhamtari,Paddy(Dhan),Swarna Masuri (New),15/09/2018,1460,1470,1465
Chattisgarh,Durg,Durg,Apple,Other,15/09/2018,8000,12000,10000
Chattisgarh,Durg,Durg,Bhindi(Ladies Finger),Bhindi,15/09/2018,2600,3000,2800
Chattisgarh,Durg,Durg,Bitter gourd,Bitter Gourd,15/09/2018,2800,3000,2900
Chattisgarh,Durg,Durg,Bottle gourd,Other,15/09/2018,2200,2400,2300
Chattisgarh,Durg,Durg,Brinjal,Other,15/09/2018,2500,3000,2750
Chattisgarh,Durg,Durg,Cabbage,Other,15/09/2018,1600,1800,1700
Chattisgarh,Durg,Durg,Capsicum,Other,15/09/2018,3000,5000,4000
Chattisgarh,Durg,Durg,Cauliflower,Other,15/09/2018,2600,3000,2800
Chattisgarh,Durg,Durg,Mousambi(Sweet Lime),Other,15/09/2018,8000,12000,10000
Chattisgarh,Durg,Durg,Onion,Other,15/09/2018,1700,1800,1750
Chattisgarh,Durg,Durg,Potato,Other,15/09/2018,1400,1600,1500
Chattisgarh,Durg,Durg,Pumpkin,Other,15/09/2018,1000,1200,1100
Chattisgarh,Durg,Durg,Raddish,Other,15/09/2018,500,700,600
Chattisgarh,Durg,Durg,Tomato,Local,15/09/2018,1600,1800,1700
Chattisgarh,Janjgir,Shakti,Paddy(Dhan),Paddy,15/09/2018,1450,1550,1450
Chattisgarh,Jashpur,Pathalgaon,Paddy(Dhan),Common,15/09/2018,1555,1555,1555
Chattisgarh,Jashpur,Pathalgaon,Wheat,Local,15/09/2018,1800,1800,1800
Chattisgarh,Kawardha,Kawardha,Arhar (Tur/Red Gram)(Whole),Other,15/09/2018,3500,3600,3550
Chattisgarh,Kawardha,Kawardha,Paddy(Dhan),Swarna Masuri (New),15/09/2018,1500,1560,1530
Chattisgarh,North Bastar,Amoda,Paddy(Dhan),Paddy Coarse,15/09/2018,1400,1500,1450
Chattisgarh,North Bastar,Bardewri,Paddy(Dhan),Paddy Coarse,15/09/2018,1400,1500,1450
Chattisgarh,North Bastar,Bhanupratappur,Paddy(Dhan),Common,15/09/2018,1400,1400,1400
Chattisgarh,North Bastar,Korar,Paddy(Dhan),Common,15/09/2018,1400,1400,1400
Chattisgarh,Raipur,Chura,Paddy(Dhan),I.R. 64,15/09/2018,1400,1400,1400
Chattisgarh,Raipur,Kasdol,Paddy(Dhan),Paddy,15/09/2018,1200,1400,1300
Chattisgarh,Rajnandgaon,Bazar Atriya ,Paddy(Dhan),Paddy,15/09/2018,1200,1400,1300
Chattisgarh,Rajnandgaon,Kheragarh,Paddy(Dhan),Paddy,15/09/2018,1200,1400,1300
Chattisgarh,Rajnandgaon,Rajnandgaon,Apple,Apple,15/09/2018,7200,7200,7200
Chattisgarh,Rajnandgaon,Rajnandgaon,Banana,Banana - Ripe,15/09/2018,2000,2000,2000
Chattisgarh,Rajnandgaon,Rajnandgaon,Bhindi(Ladies Finger),Bhindi,15/09/2018,2500,2500,2500
Chattisgarh,Rajnandgaon,Rajnandgaon,Brinjal,Brinjal,15/09/2018,2200,2200,2200
Chattisgarh,Rajnandgaon,Rajnandgaon,Cabbage,Cabbage,15/09/2018,1100,1100,1100
Chattisgarh,Rajnandgaon,Rajnandgaon,Lemon,Lemon,15/09/2018,4000,4000,4000
Chattisgarh,Rajnandgaon,Rajnandgaon,Mousambi(Sweet Lime),Mousambi,15/09/2018,3000,3000,3000
Chattisgarh,Rajnandgaon,Rajnandgaon,Raddish,Raddish,15/09/2018,2000,2000,2000
Chattisgarh,Rajnandgaon,Rajnandgaon,Tomato,Local,15/09/2018,1000,1000,1000
Chattisgarh,Surguja,Ambikapur,Kodo Millet(Varagu),Other,15/09/2018,1600,1700,1700
Chattisgarh,Surguja,Pratappur,Groundnut,Other,15/09/2018,4455,4455,4455
Goa,North Goa,Ponda,Coconut,Coconut,15/09/2018,600,1400,600
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,15/09/2018,800,1100,950
Gujarat,Ahmedabad,Ahmedabad,Bhindi(Ladies Finger),Other,15/09/2018,700,2250,1550
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,15/09/2018,1000,1400,1250
Gujarat,Ahmedabad,Ahmedabad,Bottle gourd,Other,15/09/2018,300,600,450
Gujarat,Ahmedabad,Ahmedabad,Brinjal,Other,15/09/2018,800,2250,1600
Gujarat,Ahmedabad,Ahmedabad,Cabbage,Other,15/09/2018,500,800,650
Gujarat,Ahmedabad,Ahmedabad,Capsicum,Capsicum,15/09/2018,2000,2500,2300
Gujarat,Ahmedabad,Ahmedabad,Carrot,Other,15/09/2018,700,1000,850
Gujarat,Ahmedabad,Ahmedabad,Cauliflower,Other,15/09/2018,600,2750,1750
Gujarat,Ahmedabad,Ahmedabad,Colacasia,Other,15/09/2018,2200,2500,2350
Gujarat,Ahmedabad,Ahmedabad,Cucumbar(Kheera),Other,15/09/2018,500,2500,1600
Gujarat,Ahmedabad,Ahmedabad,Drumstick,Other,15/09/2018,1500,4500,3500
Gujarat,Ahmedabad,Ahmedabad,Elephant Yam (Suran),Other,15/09/2018,1000,1300,1200
Gujarat,Ahmedabad,Ahmedabad,French Beans (Frasbean),Other,15/09/2018,2500,3000,2800
Gujarat,Ahmedabad,Ahmedabad,Ginger(Green),Other,15/09/2018,4800,5500,5200
Gujarat,Ahmedabad,Ahmedabad,Green Chilli,Other,15/09/2018,500,1100,825
Gujarat,Ahmedabad,Ahmedabad,Groundnut pods (raw),Other,15/09/2018,3000,3500,3300
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,15/09/2018,1500,2500,2100
Gujarat,Ahmedabad,Ahmedabad,Lemon,Other,15/09/2018,2000,5000,3750
Gujarat,Ahmedabad,Ahmedabad,Onion Green,Other,15/09/2018,600,1200,950
Gujarat,Ahmedabad,Ahmedabad,Peas Wet,Other,15/09/2018,6000,8000,7100
Gujarat,Ahmedabad,Ahmedabad,Pointed gourd (Parval),Other,15/09/2018,1500,3200,2450
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,15/09/2018,400,500,450
Gujarat,Ahmedabad,Ahmedabad,Tinda,Other,15/09/2018,1000,3500,2500
Gujarat,Ahmedabad,Ahmedabad,Tomato,Other,15/09/2018,500,1000,800
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana),Onion,Local,15/09/2018,500,750,675
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana),Potato,Desi,15/09/2018,800,1250,1075
Gujarat,Ahmedabad,Ahmedabad(Rajnagar sub yard),Coriander(Leaves),Other,15/09/2018,1000,2000,1600
Gujarat,Ahmedabad,Ahmedabad(Rajnagar sub yard),Methi(Leaves),Other,15/09/2018,1500,2500,2100
Gujarat,Ahmedabad,Ahmedabad(Rajnagar sub yard),Mint(Pudina),Other,15/09/2018,2000,2500,2300
Gujarat,Ahmedabad,Ahmedabad(Rajnagar sub yard),Raddish,Other,15/09/2018,800,1000,900
Gujarat,Ahmedabad,Ahmedabad(Rajnagar sub yard),Spinach,Other,15/09/2018,600,1200,1000
Gujarat,Ahmedabad,Dholka(Koth),Bhindi(Ladies Finger),Other,15/09/2018,1300,1900,1500
Gujarat,Ahmedabad,Dholka(Koth),Bitter gourd,Other,15/09/2018,1200,1500,1300
Gujarat,Ahmedabad,Dholka(Koth),Bottle gourd,Other,15/09/2018,450,650,500
Gujarat,Ahmedabad,Dholka(Koth),Brinjal,Other,15/09/2018,500,800,750
Gujarat,Ahmedabad,Dholka(Koth),Cabbage,Other,15/09/2018,500,800,750
Gujarat,Ahmedabad,Dholka(Koth),Cauliflower,Other,15/09/2018,700,1200,900
Gujarat,Ahmedabad,Dholka(Koth),Coriander(Leaves),Other,15/09/2018,500,650,600
Gujarat,Ahmedabad,Dholka(Koth),Gram Raw(Chholia),Other,15/09/2018,1200,1700,1400
Gujarat,Ahmedabad,Dholka(Koth),Green Chilli,Other,15/09/2018,650,1100,800
Gujarat,Ahmedabad,Dholka(Koth),Guar,Other,15/09/2018,1300,2000,1700
Gujarat,Ahmedabad,Dholka(Koth),Lemon,Other,15/09/2018,1000,1600,1400
Gujarat,Ahmedabad,Dholka(Koth),Methi(Leaves),Other,15/09/2018,450,750,700
Gujarat,Ahmedabad,Dholka(Koth),Onion,Other,15/09/2018,1200,1700,1400
Gujarat,Ahmedabad,Dholka(Koth),Onion Green,Other,15/09/2018,500,750,600
Gujarat,Ahmedabad,Dholka(Koth),Paddy(Dhan),Other,15/09/2018,1500,1650,1620
Gujarat,Ahmedabad,Dholka(Koth),Pegeon Pea (Arhar Fali),Other,15/09/2018,1500,2500,2000
Gujarat,Ahmedabad,Dholka(Koth),Potato,Other,15/09/2018,1200,1500,1400
Gujarat,Ahmedabad,Dholka(Koth),Raddish,Other,15/09/2018,450,650,600
Gujarat,Ahmedabad,Dholka(Koth),Tinda,Other,15/09/2018,1200,1550,1400
Gujarat,Ahmedabad,Dholka(Koth),Tomato,Other,15/09/2018,500,700,600
Gujarat,Ahmedabad,Dholka(Koth),Wheat,Other,15/09/2018,1750,1860,1850
Gujarat,Ahmedabad,Viramgam,Castor Seed,Other,15/09/2018,4475,4515,4495
Gujarat,Amreli,Amreli,Arhar (Tur/Red Gram)(Whole),Other,15/09/2018,2500,3305,3105
Gujarat,Amreli,Amreli,Bajra(Pearl Millet/Cumbu),Other,15/09/2018,1160,1665,1565
Gujarat,Amreli,Amreli,Bengal Gram(Gram)(Whole),Other,15/09/2018,3160,3855,3780
Gujarat,Amreli,Amreli,Castor Seed,Other,15/09/2018,3750,4375,4005
Gujarat,Amreli,Amreli,Cotton,Other,15/09/2018,5200,6045,5900
Gujarat,Amreli,Amreli,Cummin Seed(Jeera),Other,15/09/2018,11400,16250,15950
Gujarat,Amreli,Amreli,"Sesamum(Sesame,Gingelly,Til)",Black,15/09/2018,10725,14200,13785
Gujarat,Amreli,Amreli,"Sesamum(Sesame,Gingelly,Til)",White,15/09/2018,7000,10795,10300
Gujarat,Amreli,Amreli,Wheat,Lokwan,15/09/2018,2200,2200,2200
Gujarat,Amreli,Amreli,Wheat,Rajasthan Tukdi,15/09/2018,1795,2265,2210
Gujarat,Amreli,Dhari,Bhindi(Ladies Finger),Bhindi,15/09/2018,500,800,700
Gujarat,Amreli,Dhari,Bitter gourd,Bitter Gourd,15/09/2018,400,1000,700
Gujarat,Amreli,Dhari,Bottle gourd,Bottle Gourd,15/09/2018,200,400,300
Gujarat,Amreli,Dhari,Brinjal,Round/Long,15/09/2018,600,2000,1300
Gujarat,Amreli,Dhari,Cabbage,Cabbage,15/09/2018,500,1200,900
Gujarat,Amreli,Dhari,Carrot,Carrot,15/09/2018,1500,2000,1700
Gujarat,Amreli,Dhari,Cauliflower,Cauliflower,15/09/2018,500,700,600
Gujarat,Amreli,Dhari,Coriander(Leaves),Coriander,15/09/2018,300,500,400
Gujarat,Amreli,Dhari,Cucumbar(Kheera),Cucumbar,15/09/2018,200,1300,800
Gujarat,Amreli,Dhari,Ginger(Green),Green Ginger,15/09/2018,6000,7000,6500
Gujarat,Amreli,Dhari,Green Chilli,Green Chilly,15/09/2018,500,1000,800
Gujarat,Amreli,Dhari,Guar,Gwar,15/09/2018,1000,1800,1500
Gujarat,Amreli,Dhari,Kartali (Kantola),Kartali (Kantola),15/09/2018,2000,2500,2300
Gujarat,Amreli,Dhari,Lemon,Lemon,15/09/2018,2000,3700,2800
Gujarat,Amreli,Dhari,Methi(Leaves),Methi,15/09/2018,200,800,600
Gujarat,Amreli,Dhari,Potato,Local,15/09/2018,500,700,600
Gujarat,Amreli,Dhari,Tomato,Tomato,15/09/2018,700,1000,900
Gujarat,Amreli,Dhari(Chalala),Bhindi(Ladies Finger),Bhindi,15/09/2018,1000,1700,1400
Gujarat,Amreli,Dhari(Chalala),Bitter gourd,Bitter Gourd,15/09/2018,1500,1700,1600
Gujarat,Amreli,Dhari(Chalala),Bottle gourd,Bottle Gourd,15/09/2018,500,1000,800
Gujarat,Amreli,Dhari(Chalala),Brinjal,Round/Long,15/09/2018,800,1000,900
Gujarat,Amreli,Dhari(Chalala),Cabbage,Cabbage,15/09/2018,800,1000,1000
Gujarat,Amreli,Dhari(Chalala),Coriander(Leaves),Coriander,15/09/2018,600,1500,1100
Gujarat,Amreli,Dhari(Chalala),Cucumbar(Kheera),Cucumbar,15/09/2018,2000,2200,2100
Gujarat,Amreli,Dhari(Chalala),Ginger(Green),Green Ginger,15/09/2018,5000,5200,5100
Gujarat,Amreli,Dhari(Chalala),Green Chilli,Green Chilly,15/09/2018,800,1000,800
Gujarat,Amreli,Dhari(Chalala),Guar,Gwar,15/09/2018,1700,2000,1900
Gujarat,Amreli,Dhari(Chalala),Lemon,Lemon,15/09/2018,800,1000,900
Gujarat,Amreli,Dhari(Chalala),Potato,Local,15/09/2018,500,700,600
Gujarat,Amreli,Dhari(Chalala),Tomato,Deshi,15/09/2018,500,1100,800
Gujarat,Amreli,Savarkundla,Bengal Gram(Gram)(Whole),Desi (Whole),15/09/2018,3500,4060,3780
Gujarat,Amreli,Savarkundla,Cotton,Narma BT Cotton,15/09/2018,5430,5970,5700
Gujarat,Amreli,Savarkundla,"Sesamum(Sesame,Gingelly,Til)",Black,15/09/2018,11100,14140,12620
Gujarat,Amreli,Savarkundla,"Sesamum(Sesame,Gingelly,Til)",White,15/09/2018,9900,10530,10215
Gujarat,Amreli,Savarkundla,Wheat,Lokwan,15/09/2018,1805,2155,1980
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Bhindi(Ladies Finger),Other,15/09/2018,750,1000,900
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Bitter gourd,Other,15/09/2018,750,1000,900
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Bottle gourd,Other,15/09/2018,300,400,350
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Brinjal,Other,15/09/2018,1000,1250,1150
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Cabbage,Other,15/09/2018,700,800,750
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Cauliflower,Other,15/09/2018,1000,1250,1150
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Green Chilli,Other,15/09/2018,500,750,600
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Onion,Other,15/09/2018,500,1100,1000
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Potato,Other,15/09/2018,1000,1300,1200
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Tomato,Other,15/09/2018,750,1000,900
Gujarat,Anand,Borsad,Bajra(Pearl Millet/Cumbu),Other,15/09/2018,1275,1450,1450
Gujarat,Anand,Borsad,Wheat,Other,15/09/2018,1750,1850,1850
Gujarat,Anand,Khambhat(Grain Market),Bajra(Pearl Millet/Cumbu),Other,15/09/2018,1440,1575,1510
Gujarat,Anand,Khambhat(Grain Market),Wheat,Other,15/09/2018,1950,2060,2020
Gujarat,Anand,Khambhat(Veg Yard Khambhat),Onion,Other,15/09/2018,500,1000,750
Gujarat,Anand,Khambhat(Veg Yard Khambhat),Potato,Other,15/09/2018,1000,1200,1100
Gujarat,Anand,Khambhat(Veg Yard Khambhat),Tomato,Other,15/09/2018,700,1000,850
Gujarat,Banaskanth,Amirgadh,Bajra(Pearl Millet/Cumbu),Other,15/09/2018,1525,1525,1525
Gujarat,Banaskanth,Amirgadh,Castor Seed,Other,15/09/2018,4500,4500,4500
Gujarat,Banaskanth,Amirgadh,Maize,Other,15/09/2018,1525,1525,1525
Gujarat,Banaskanth,Amirgadh,Wheat,Other,15/09/2018,1975,1975,1975
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Bhindi(Ladies Finger),Other,15/09/2018,400,1000,450
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Bottle gourd,Other,15/09/2018,200,500,350
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Brinjal,Other,15/09/2018,400,500,450
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Cabbage,Other,15/09/2018,800,1000,900
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Cauliflower,Other,15/09/2018,1000,1200,1100
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Coriander(Leaves),Other,15/09/2018,1500,2000,1750
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Cucumbar(Kheera),Other,15/09/2018,1000,1050,1025
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Ginger(Green),Other,15/09/2018,5000,6000,5500
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Gram Raw(Chholia),Other,15/09/2018,1500,2000,1750
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Green Chilli,Other,15/09/2018,800,1000,900
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Guar,Other,15/09/2018,1500,2000,1750
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Lemon,Other,15/09/2018,3000,3500,3250
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Onion,Other,15/09/2018,800,1100,950
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Onion Green,Other,15/09/2018,800,1000,900
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Potato,Other,15/09/2018,1200,1250,1225
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Ridgeguard(Tori),Other,15/09/2018,1000,1500,1250
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Tomato,Other,15/09/2018,700,1000,850
Gujarat,Banaskanth,Dhanera,Bajra(Pearl Millet/Cumbu),Hybrid,15/09/2018,1505,1575,1540
Gujarat,Banaskanth,Dhanera,Castor Seed,Other,15/09/2018,4375,4470,4422
Gujarat,Banaskanth,Dhanera,Cowpea (Lobia/Karamani),Other,15/09/2018,3175,3730,3452
Gujarat,Banaskanth,Dhanera,Cummin Seed(Jeera),Other,15/09/2018,16800,17875,17337
Gujarat,Banaskanth,Dhanera,Green Gram (Moong)(Whole),Other,15/09/2018,4880,4880,4880
Gujarat,Banaskanth,Dhanera,Guar Seed(Cluster Beans Seed),Other,15/09/2018,3755,3925,3840
Gujarat,Banaskanth,Dhanera,Isabgul (Psyllium),Other,15/09/2018,7050,7825,7437
Gujarat,Banaskanth,Dhanera,Methi Seeds,Other,15/09/2018,3685,3685,3685
Gujarat,Banaskanth,Dhanera,Mustard,Other,15/09/2018,3565,3770,3667
Gujarat,Banaskanth,Dhanera,"Sesamum(Sesame,Gingelly,Til)",Other,15/09/2018,8500,8500,8500
Gujarat,Banaskanth,Dhanera,Wheat,Other,15/09/2018,1875,2105,1990
Gujarat,Banaskanth,Palanpur,Bajra(Pearl Millet/Cumbu),Deshi,15/09/2018,1515,1585,1550
Gujarat,Banaskanth,Palanpur,Castor Seed,Castor seed,15/09/2018,4475,4525,4500
Gujarat,Banaskanth,Palanpur,Mustard,Mustard,15/09/2018,3625,3725,3675
Gujarat,Banaskanth,Palanpur,Wheat,Other,15/09/2018,1900,2000,1950
Gujarat,Banaskanth,Thara,Bajra(Pearl Millet/Cumbu),Other,15/09/2018,1465,1550,1507
Gujarat,Banaskanth,Thara,Castor Seed,Other,15/09/2018,4400,4535,4467
